t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99,t100,t101,t102,t103,t104,t105,t106,t107,t108,t109,t110,t111,t112,t113,t114,t115,t116,t117,t118,t119,t120,t121,t122,t123,t124,t125,t126,t127,t128,t129,t130,t131,t132,t133,t134,t135,t136,t137,t138,t139,t140,t141,t142,t143,t144,t145,t146,t147,t148,t149,t150,t151,t152,t153,t154,t155,t156,t157,t158,t159,t160,t161,t162,t163,t164,t165,t166,t167,t168,t169,t170,t171,t172,t173,t174,t175,t176,t177,t178,t179,t180,t181,t182,t183,t184,t185,t186,t187,t188,t189,t190,t191,t192,t193,t194,t195,t196,t197,t198,t199,Classes
24.0,22.0,20.0,17.0,15.0,13.0,14.0,13.0,13.0,10.0,10.0,8.0,10.0,9.0,8.0,7.0,7.0,5.0,7.0,6.0,6.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,3.0,2.0,5.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,0.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,3
23.95,18.95,17.95,16.95,13.95,10.95,13.95,11.95,11.95,10.95,9.95,6.95,7.95,6.95,7.95,7.95,7.95,4.95,4.95,3.95,7.95,4.95,5.95,1.95,2.95,1.95,5.95,2.95,3.95,0.95,2.95,1.95,2.95,1.95,1.95,0.95,1.95,1.95,3.95,1.95,2.95,0.95,2.95,0.95,1.95,-0.05,1.95,4.95,1.95,-0.05,1.95,0.95,1.95,6.95,1.95,0.95,1.95,-0.05,0.95,-0.05,0.95,0.95,1.95,-0.05,1.95,-0.05,0.95,-1.05,0.95,-0.05,-1.05,-1.05,-0.05,-2.05,0.95,-0.05,0.95,0.95,0.95,-0.05,1.95,6.95,-1.05,-2.05,-0.05,-1.05,-0.05,-0.05,-0.05,-0.05,0.95,-2.05,-0.05,-0.05,-4.05,-4.05,-4.05,-4.05,-1.05,4.95,-0.05,1.95,-1.05,1.95,-0.05,0.95,-0.05,0.95,-0.05,0.95,-0.05,0.95,-0.05,1.95,-0.05,0.95,-1.05,1.95,-0.05,13.95,-0.05,-1.05,0.95,-0.05,0.95,-0.05,-0.05,-0.05,0.95,-2.05,1.95,-0.05,-0.05,-0.05,0.95,-0.05,1.95,-0.05,-0.05,-1.05,1.95,-0.05,-0.05,-1.05,0.95,-1.05,0.95,-0.05,1.95,-1.05,-0.05,25.95,0.95,0.95,0.95,-1.05,0.95,-0.05,0.95,-0.05,0.95,-2.05,0.95,-0.05,0.95,-1.05,0.95,-0.05,0.95,-0.05,1.95,-0.05,26.95,0.95,-0.05,6.95,-0.05,0.95,-0.05,-0.05,-1.05,-0.05,-1.05,0.95,0.95,0.95,-1.05,0.95,-0.05,-1.05,-1.05,-0.05,-1.05,0.95,1.95,-0.05,-1.05,-0.05,-0.05,0.95,3
19.8,14.8,13.8,12.8,9.8,8.8,7.8,4.8,5.8,3.8,4.8,2.8,4.8,5.8,1.8,0.8,3.8,1.8,1.8,-1.2,0.8,-0.2,2.8,-0.2,1.8,-1.2,0.8,-1.2,0.8,0.8,-1.2,-2.2,-0.2,-2.2,0.8,-1.2,0.8,-1.2,-0.2,-1.2,2.8,-1.2,0.8,-1.2,-0.2,-1.2,-0.2,-0.2,-0.2,-0.2,-0.2,-1.2,0.8,-0.2,-1.2,-1.2,-0.2,-0.2,0.8,-2.2,27.8,-0.2,-0.2,0.8,0.8,-1.2,0.8,-1.2,-0.2,-2.2,0.8,-2.2,0.8,-1.2,-1.2,-2.2,-0.2,-1.2,-2.2,-2.2,9.8,-1.2,0.8,-1.2,-0.2,-0.2,-0.2,-0.2,-0.2,-1.2,0.8,-1.2,0.8,-1.2,-0.2,-0.2,0.8,-2.2,0.8,-1.2,0.8,-0.2,0.8,-1.2,-0.2,0.8,0.8,-2.2,-0.2,-2.2,-2.2,-0.2,0.8,-0.2,-0.2,-2.2,-0.2,-2.2,1.8,-0.2,-0.2,-2.2,-0.2,-1.2,-0.2,-0.2,0.8,-0.2,-0.2,-1.2,-0.2,0.8,0.8,-2.2,0.8,-1.2,-0.2,-0.2,1.8,-2.2,-0.2,-0.2,0.8,27.8,0.8,-0.2,-0.2,-1.2,-1.2,-2.2,0.8,-1.2,-1.2,-1.2,-3.2,-2.2,-1.2,-1.2,-2.2,-1.2,-2.2,0.8,-2.2,0.8,-2.2,-0.2,-1.2,-0.2,-0.2,27.8,-1.2,0.8,-2.2,0.8,-0.2,-2.2,-2.2,-1.2,-1.2,-0.2,2.8,0.8,-1.2,-1.2,-1.2,0.8,-1.2,0.8,-2.2,-1.2,-0.2,4.8,-1.2,0.8,-2.2,-1.2,3.8,0.8,-2.2,-0.2,3
21.25,19.25,20.25,18.25,18.25,15.25,14.25,15.25,16.25,16.25,14.25,12.25,11.25,11.25,12.25,11.25,12.25,9.25,8.25,8.25,9.25,10.25,10.25,8.25,7.25,6.25,8.25,7.25,8.25,6.25,6.25,5.25,6.25,6.25,8.25,5.25,5.25,4.25,6.25,5.25,6.25,4.25,5.25,2.25,5.25,4.25,5.25,4.25,4.25,3.25,4.25,3.25,4.25,3.25,3.25,1.25,4.25,3.25,4.25,3.25,1.25,1.25,3.25,2.25,4.25,2.25,1.25,1.25,3.25,2.25,3.25,3.25,1.25,0.25,2.25,1.25,3.25,1.25,1.25,0.25,2.25,2.25,2.25,2.25,0.25,-0.75,2.25,2.25,2.25,0.25,1.25,0.25,2.25,2.25,2.25,1.25,0.25,0.25,2.25,1.25,2.25,0.25,0.25,0.25,1.25,1.25,2.25,0.25,0.25,-0.75,1.25,1.25,2.25,0.25,0.25,0.25,1.25,1.25,2.25,0.25,0.25,-0.75,1.25,0.25,1.25,0.25,-0.75,-0.75,1.25,0.25,1.25,0.25,0.25,0.25,1.25,0.25,1.25,0.25,0.25,0.25,1.25,0.25,2.25,0.25,-0.75,-0.75,2.25,1.25,1.25,0.25,-0.75,-0.75,1.25,1.25,1.25,0.25,-0.75,-0.75,2.25,0.25,2.25,-1.75,-0.75,0.25,1.25,1.25,1.25,0.25,-0.75,-0.75,1.25,1.25,1.25,0.25,-0.75,0.25,1.25,1.25,1.25,0.25,-0.75,-0.75,1.25,0.25,1.25,-1.75,-0.75,-0.75,1.25,0.25,1.25,0.25,-0.75,0.25,1.25,0.25,1.25,-1.75,-0.75,-0.75,3
-4.95,25.05,24.05,22.05,21.05,22.05,21.05,20.05,15.05,12.05,2.05,3.05,1.05,2.05,-0.95,1.05,-0.95,1.05,-0.95,0.05,0.05,1.05,-0.95,1.05,-0.95,1.05,-0.95,1.05,-0.95,1.05,-0.95,0.05,-0.95,0.05,-0.95,1.05,-0.95,1.05,-0.95,0.05,-0.95,0.05,-0.95,0.05,-0.95,0.05,-0.95,0.05,-0.95,0.05,-0.95,1.05,-0.95,1.05,-0.95,1.05,-0.95,0.05,0.05,1.05,-0.95,1.05,-0.95,1.05,-0.95,1.05,-0.95,1.05,-0.95,1.05,-0.95,1.05,-0.95,1.05,-0.95,1.05,-0.95,0.05,-0.95,0.05,-0.95,0.05,-0.95,0.05,-0.95,1.05,-0.95,1.05,-0.95,0.05,-0.95,1.05,-0.95,0.05,-0.95,1.05,-0.95,0.05,-0.95,0.05,-0.95,0.05,-0.95,0.05,-0.95,0.05,-0.95,1.05,-0.95,1.05,-0.95,1.05,-0.95,0.05,-0.95,0.05,-0.95,1.05,-0.95,1.05,-0.95,1.05,-0.95,1.05,-0.95,1.05,-0.95,0.05,0.05,1.05,-0.95,1.05,-0.95,1.05,-0.95,1.05,-0.95,1.05,-0.95,1.05,-0.95,1.05,-0.95,1.05,-0.95,1.05,-0.95,0.05,-0.95,0.05,-0.95,1.05,-0.95,0.05,-0.95,0.05,-0.95,1.05,-0.95,1.05,-0.95,1.05,-0.95,1.05,-0.95,0.05,-0.95,1.05,-0.95,1.05,-0.95,1.05,-0.95,1.05,0.05,1.05,-0.95,1.05,0.05,1.05,-0.95,1.05,-0.95,1.05,-0.95,1.05,-0.95,1.05,-0.95,1.05,-0.95,1.05,-0.95,1.05,-0.95,1.05,-0.95,0.05,-0.95,1.05,3
24.0,22.0,20.0,17.0,15.0,13.0,14.0,13.0,13.0,10.0,10.0,8.0,10.0,9.0,8.0,7.0,7.0,5.0,7.0,6.0,6.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,3.0,2.0,5.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,0.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,3
14.65,8.65,10.65,10.65,8.65,9.65,10.65,9.65,11.65,9.65,5.65,7.65,10.65,9.65,10.65,9.65,6.65,6.65,6.65,8.65,9.65,8.65,5.65,4.65,7.65,7.65,8.65,5.65,7.65,4.65,5.65,7.65,8.65,5.65,5.65,3.65,4.65,4.65,5.65,6.65,6.65,2.65,3.65,3.65,4.65,4.65,4.65,2.65,3.65,3.65,4.65,4.65,5.65,1.65,2.65,3.65,4.65,4.65,3.65,2.65,2.65,2.65,4.65,3.65,3.65,1.65,1.65,2.65,3.65,3.65,3.65,1.65,1.65,1.65,4.65,3.65,3.65,1.65,1.65,1.65,3.65,1.65,3.65,1.65,0.65,1.65,2.65,3.65,2.65,1.65,1.65,1.65,3.65,1.65,2.65,1.65,2.65,0.65,1.65,1.65,2.65,1.65,1.65,1.65,2.65,1.65,3.65,0.65,0.65,0.65,2.65,1.65,2.65,1.65,1.65,0.65,2.65,0.65,2.65,1.65,1.65,0.65,0.65,1.65,3.65,0.65,0.65,-1.35,1.65,1.65,1.65,0.65,1.65,-0.35,2.65,1.65,2.65,-0.35,0.65,0.65,1.65,1.65,1.65,0.65,0.65,-1.35,2.65,1.65,2.65,1.65,-0.35,0.65,2.65,0.65,2.65,0.65,0.65,-1.35,2.65,-0.35,2.65,-1.35,0.65,-0.35,1.65,1.65,0.65,1.65,-0.35,-2.35,1.65,0.65,1.65,-0.35,-1.35,-0.35,1.65,1.65,1.65,0.65,-0.35,-0.35,1.65,0.65,1.65,-1.35,-1.35,-0.35,1.65,0.65,-0.35,-1.35,-1.35,-1.35,2.65,0.65,0.65,-0.35,-0.35,-1.35,3
7.75,0.75,0.75,1.75,0.75,1.75,0.75,1.75,0.75,1.75,0.75,1.75,-0.25,1.75,-0.25,1.75,0.75,0.75,0.75,0.75,0.75,1.75,0.75,1.75,0.75,1.75,0.75,1.75,-0.25,1.75,0.75,10.75,-0.25,0.75,0.75,1.75,0.75,1.75,-0.25,1.75,-0.25,1.75,0.75,23.75,0.75,0.75,0.75,1.75,0.75,0.75,-0.25,1.75,-0.25,1.75,-0.25,1.75,-0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,-0.25,1.75,-0.25,1.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,-0.25,1.75,0.75,0.75,-0.25,10.75,0.75,0.75,0.75,0.75,0.75,-0.25,0.75,0.75,0.75,-0.25,1.75,-0.25,1.75,-0.25,1.75,0.75,-0.25,0.75,0.75,0.75,-0.25,0.75,0.75,-0.25,1.75,-0.25,0.75,-0.25,0.75,-0.25,-0.25,-0.25,-0.25,-0.25,0.75,-0.25,-0.25,-0.25,0.75,-0.25,-0.25,-0.25,0.75,-0.25,-0.25,-0.25,0.75,-0.25,-0.25,-0.25,0.75,-0.25,-0.25,-0.25,0.75,-0.25,-0.25,-0.25,0.75,-0.25,-0.25,-0.25,0.75,-0.25,-0.25,-0.25,0.75,-0.25,-0.25,-0.25,0.75,-0.25,-0.25,-0.25,0.75,-0.25,-0.25,-0.25,0.75,-0.25,-0.25,-0.25,0.75,-0.25,-0.25,-0.25,0.75,-0.25,-0.25,-0.25,0.75,-0.25,-0.25,-0.25,0.75,-0.25,-0.25,-0.25,0.75,-0.25,-0.25,-0.25,0.75,-0.25,-0.25,-0.25,0.75,-0.25,-0.25,-0.25,0.75,-0.25,-0.25,-0.25,0.75,-0.25,-0.25,-0.25,3
-0.55,-0.55,-0.55,-0.55,-0.55,1.45,4.45,3.45,8.45,7.45,8.45,7.45,8.45,3.45,4.45,7.45,8.45,7.45,8.45,6.45,8.45,6.45,8.45,7.45,8.45,6.45,7.45,7.45,8.45,7.45,8.45,6.45,7.45,6.45,8.45,7.45,8.45,6.45,7.45,6.45,8.45,7.45,8.45,6.45,7.45,6.45,8.45,6.45,8.45,6.45,7.45,6.45,7.45,6.45,7.45,5.45,6.45,5.45,7.45,5.45,7.45,5.45,6.45,5.45,6.45,5.45,6.45,5.45,6.45,5.45,6.45,5.45,6.45,4.45,5.45,1.45,6.45,5.45,2.45,1.45,2.45,0.45,1.45,-0.55,1.45,-0.55,1.45,0.45,0.45,-0.55,0.45,-0.55,0.45,-0.55,1.45,-0.55,0.45,-0.55,0.45,-0.55,0.45,-0.55,0.45,-0.55,0.45,-0.55,1.45,-0.55,0.45,-0.55,0.45,-0.55,0.45,-0.55,0.45,-0.55,0.45,-0.55,1.45,-0.55,0.45,-0.55,0.45,-0.55,0.45,-0.55,0.45,-0.55,0.45,-0.55,1.45,-0.55,0.45,-0.55,0.45,-0.55,0.45,-0.55,0.45,-0.55,0.45,-0.55,1.45,-0.55,0.45,-0.55,0.45,-0.55,0.45,-0.55,0.45,-0.55,0.45,-0.55,1.45,-0.55,0.45,-0.55,0.45,-0.55,0.45,-0.55,0.45,-0.55,0.45,-0.55,1.45,-0.55,0.45,-0.55,0.45,0.45,0.45,-0.55,0.45,-0.55,0.45,-0.55,1.45,-0.55,0.45,-0.55,0.45,-0.55,0.45,-0.55,0.45,-0.55,0.45,-0.55,1.45,-0.55,0.45,-0.55,0.45,-0.55,0.45,-0.55,0.45,-0.55,3
9.3,8.3,8.3,7.3,7.3,8.3,9.3,8.3,8.3,7.3,8.3,6.3,9.3,6.3,10.3,6.3,9.3,7.3,10.3,7.3,8.3,7.3,8.3,5.3,8.3,7.3,9.3,6.3,8.3,6.3,8.3,7.3,9.3,7.3,8.3,7.3,8.3,8.3,9.3,7.3,7.3,6.3,10.3,6.3,9.3,7.3,7.3,6.3,8.3,6.3,7.3,6.3,8.3,5.3,8.3,6.3,8.3,7.3,7.3,6.3,9.3,6.3,8.3,7.3,7.3,6.3,8.3,6.3,8.3,5.3,7.3,5.3,9.3,7.3,7.3,6.3,7.3,5.3,6.3,7.3,7.3,5.3,7.3,5.3,6.3,5.3,7.3,5.3,6.3,5.3,6.3,5.3,6.3,4.3,5.3,4.3,5.3,2.3,4.3,2.3,4.3,2.3,3.3,3.3,3.3,1.3,3.3,2.3,3.3,0.3,2.3,0.3,2.3,0.3,1.3,0.3,1.3,-0.7,1.3,-1.7,0.3,0.3,2.3,-0.7,1.3,-0.7,1.3,-0.7,1.3,-0.7,0.3,-0.7,1.3,0.3,1.3,-1.7,1.3,-0.7,0.3,-0.7,1.3,-0.7,0.3,-1.7,2.3,-1.7,1.3,-0.7,0.3,-1.7,0.3,-1.7,1.3,-0.7,1.3,-0.7,-0.7,-1.7,0.3,-0.7,0.3,-0.7,0.3,-1.7,0.3,-0.7,0.3,-0.7,2.3,-1.7,1.3,-0.7,0.3,-0.7,-0.7,-0.7,1.3,-0.7,0.3,-1.7,1.3,-0.7,1.3,-0.7,0.3,-0.7,0.3,-1.7,1.3,-0.7,1.3,-0.7,0.3,0.3,1.3,-1.7,0.3,-0.7,0.3,-0.7,4
6.05,1.05,3.05,1.05,4.05,2.05,3.05,2.05,3.05,1.05,4.05,2.05,3.05,1.05,3.05,1.05,4.05,1.05,4.05,1.05,4.05,1.05,4.05,2.05,4.05,1.05,3.05,1.05,4.05,2.05,4.05,2.05,3.05,1.05,3.05,3.05,3.05,2.05,2.05,2.05,2.05,2.05,2.05,3.05,2.05,2.05,2.05,3.05,3.05,3.05,2.05,1.05,3.05,3.05,3.05,2.05,2.05,2.05,2.05,2.05,3.05,2.05,2.05,1.05,3.05,1.05,4.05,1.05,3.05,1.05,3.05,2.05,3.05,2.05,3.05,1.05,3.05,2.05,3.05,1.05,2.05,0.05,2.05,2.05,3.05,2.05,3.05,1.05,2.05,1.05,3.05,2.05,2.05,1.05,2.05,2.05,3.05,2.05,2.05,1.05,3.05,2.05,3.05,1.05,2.05,1.05,2.05,1.05,3.05,2.05,2.05,1.05,2.05,1.05,3.05,1.05,2.05,1.05,2.05,1.05,2.05,1.05,3.05,1.05,2.05,1.05,2.05,1.05,2.05,1.05,2.05,1.05,2.05,1.05,2.05,1.05,2.05,1.05,2.05,1.05,2.05,1.05,2.05,1.05,2.05,1.05,2.05,0.05,2.05,1.05,2.05,0.05,2.05,-0.95,2.05,0.05,2.05,0.05,2.05,0.05,1.05,0.05,2.05,0.05,2.05,0.05,1.05,0.05,2.05,1.05,1.05,0.05,0.05,0.05,1.05,0.05,0.05,0.05,0.05,-0.95,0.05,1.05,0.05,0.05,0.05,0.05,0.05,1.05,0.05,0.05,0.05,0.05,0.05,-0.95,0.05,-0.95,0.05,-0.95,1.05,-0.95,4
9.65,-1.35,2.65,-1.35,0.65,-1.35,1.65,-0.35,1.65,0.65,0.65,-0.35,-0.35,-1.35,1.65,-1.35,-0.35,-0.35,0.65,-0.35,0.65,-0.35,-0.35,-0.35,0.65,-1.35,0.65,-1.35,-0.35,-0.35,-0.35,-1.35,0.65,-1.35,0.65,-0.35,1.65,-1.35,0.65,-1.35,-0.35,-1.35,0.65,-0.35,-0.35,-1.35,0.65,-0.35,1.65,-2.35,-0.35,-1.35,-0.35,-0.35,1.65,0.65,-0.35,-1.35,0.65,-0.35,1.65,-0.35,0.65,-1.35,0.65,-0.35,0.65,-0.35,0.65,-2.35,-0.35,-1.35,0.65,-0.35,1.65,-1.35,0.65,-1.35,1.65,-0.35,1.65,-1.35,-0.35,-1.35,0.65,-1.35,0.65,-1.35,0.65,-1.35,-0.35,-0.35,0.65,-1.35,0.65,-1.35,0.65,-0.35,-0.35,-1.35,0.65,-1.35,-0.35,-1.35,0.65,-1.35,1.65,-1.35,0.65,-1.35,0.65,-1.35,-0.35,-0.35,0.65,-0.35,0.65,-1.35,0.65,-1.35,0.65,-0.35,1.65,-2.35,0.65,-0.35,0.65,-0.35,1.65,-1.35,0.65,-1.35,1.65,-0.35,1.65,-2.35,-0.35,-0.35,1.65,-1.35,-0.35,-0.35,0.65,-1.35,0.65,-0.35,1.65,-1.35,-0.35,-0.35,0.65,-0.35,0.65,-0.35,-0.35,-1.35,0.65,-1.35,0.65,-1.35,-0.35,-1.35,0.65,-0.35,-0.35,-1.35,-0.35,-1.35,1.65,-0.35,-0.35,-1.35,-0.35,-0.35,0.65,-1.35,0.65,-1.35,0.65,-1.35,1.65,-1.35,-0.35,-1.35,0.65,-0.35,1.65,-0.35,-0.35,-1.35,0.65,-1.35,1.65,-0.35,-0.35,-1.35,1.65,-0.35,1.65,-0.35,4
9.2,3.2,3.2,3.2,3.2,3.2,4.2,3.2,3.2,3.2,3.2,3.2,3.2,4.2,3.2,3.2,2.2,3.2,3.2,3.2,2.2,3.2,2.2,3.2,2.2,4.2,2.2,3.2,2.2,3.2,3.2,3.2,3.2,3.2,2.2,3.2,3.2,4.2,3.2,3.2,2.2,3.2,3.2,3.2,3.2,3.2,2.2,3.2,2.2,4.2,2.2,3.2,2.2,3.2,2.2,3.2,2.2,3.2,2.2,3.2,2.2,3.2,2.2,3.2,2.2,3.2,3.2,3.2,3.2,2.2,2.2,3.2,2.2,3.2,2.2,2.2,2.2,3.2,2.2,3.2,2.2,2.2,2.2,3.2,2.2,3.2,1.2,3.2,1.2,3.2,2.2,3.2,2.2,2.2,1.2,2.2,2.2,3.2,2.2,2.2,1.2,1.2,2.2,2.2,2.2,1.2,1.2,2.2,1.2,1.2,0.2,1.2,0.2,1.2,0.2,1.2,0.2,1.2,0.2,1.2,0.2,1.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,-0.8,1.2,-0.8,1.2,-0.8,0.2,0.2,1.2,-0.8,0.2,-0.8,0.2,0.2,1.2,-0.8,0.2,0.2,-0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,-0.8,0.2,-0.8,1.2,0.2,0.2,-0.8,0.2,-0.8,1.2,-0.8,1.2,-0.8,0.2,0.2,0.2,-0.8,0.2,-0.8,0.2,0.2,0.2,0.2,0.2,-0.8,0.2,0.2,0.2,0.2,0.2,4
6.05,1.05,3.05,1.05,4.05,2.05,3.05,2.05,3.05,1.05,4.05,2.05,3.05,1.05,3.05,1.05,4.05,1.05,4.05,1.05,4.05,1.05,4.05,2.05,4.05,1.05,3.05,1.05,4.05,2.05,4.05,2.05,3.05,1.05,3.05,3.05,3.05,2.05,2.05,2.05,2.05,2.05,2.05,3.05,2.05,2.05,2.05,3.05,3.05,3.05,2.05,1.05,3.05,3.05,3.05,2.05,2.05,2.05,2.05,2.05,3.05,2.05,2.05,1.05,3.05,1.05,4.05,1.05,3.05,1.05,3.05,2.05,3.05,2.05,3.05,1.05,3.05,2.05,3.05,1.05,2.05,0.05,2.05,2.05,3.05,2.05,3.05,1.05,2.05,1.05,3.05,2.05,2.05,1.05,2.05,2.05,3.05,2.05,2.05,1.05,3.05,2.05,3.05,1.05,2.05,1.05,2.05,1.05,3.05,2.05,2.05,1.05,2.05,1.05,3.05,1.05,2.05,1.05,2.05,1.05,2.05,1.05,3.05,1.05,2.05,1.05,2.05,1.05,2.05,1.05,2.05,1.05,2.05,1.05,2.05,1.05,2.05,1.05,2.05,1.05,2.05,1.05,2.05,1.05,2.05,1.05,2.05,0.05,2.05,1.05,2.05,0.05,2.05,-0.95,2.05,0.05,2.05,0.05,2.05,0.05,1.05,0.05,2.05,0.05,2.05,0.05,1.05,0.05,2.05,1.05,1.05,0.05,0.05,0.05,1.05,0.05,0.05,0.05,0.05,-0.95,0.05,1.05,0.05,0.05,0.05,0.05,0.05,1.05,0.05,0.05,0.05,0.05,0.05,-0.95,0.05,-0.95,0.05,-0.95,1.05,-0.95,4
9.3,8.3,8.3,7.3,7.3,8.3,9.3,8.3,8.3,7.3,8.3,6.3,9.3,6.3,10.3,6.3,9.3,7.3,10.3,7.3,8.3,7.3,8.3,5.3,8.3,7.3,9.3,6.3,8.3,6.3,8.3,7.3,9.3,7.3,8.3,7.3,8.3,8.3,9.3,7.3,7.3,6.3,10.3,6.3,9.3,7.3,7.3,6.3,8.3,6.3,7.3,6.3,8.3,5.3,8.3,6.3,8.3,7.3,7.3,6.3,9.3,6.3,8.3,7.3,7.3,6.3,8.3,6.3,8.3,5.3,7.3,5.3,9.3,7.3,7.3,6.3,7.3,5.3,6.3,7.3,7.3,5.3,7.3,5.3,6.3,5.3,7.3,5.3,6.3,5.3,6.3,5.3,6.3,4.3,5.3,4.3,5.3,2.3,4.3,2.3,4.3,2.3,3.3,3.3,3.3,1.3,3.3,2.3,3.3,0.3,2.3,0.3,2.3,0.3,1.3,0.3,1.3,-0.7,1.3,-1.7,0.3,0.3,2.3,-0.7,1.3,-0.7,1.3,-0.7,1.3,-0.7,0.3,-0.7,1.3,0.3,1.3,-1.7,1.3,-0.7,0.3,-0.7,1.3,-0.7,0.3,-1.7,2.3,-1.7,1.3,-0.7,0.3,-1.7,0.3,-1.7,1.3,-0.7,1.3,-0.7,-0.7,-1.7,0.3,-0.7,0.3,-0.7,0.3,-1.7,0.3,-0.7,0.3,-0.7,2.3,-1.7,1.3,-0.7,0.3,-0.7,-0.7,-0.7,1.3,-0.7,0.3,-1.7,1.3,-0.7,1.3,-0.7,0.3,-0.7,0.3,-1.7,1.3,-0.7,1.3,-0.7,0.3,0.3,1.3,-1.7,0.3,-0.7,0.3,-0.7,4
